	review_id	asin	reviewer_id	category	num_sentence	sentence	tip	type	standalone	before/after	extend_position	sen_length
0	45	1384719342	A2C00NNG1ZQQG2	Musical Instruments	1	Nice windscreen protects my MXL mic and prevents pops.	0.0					9
1	45	1384719342	A2C00NNG1ZQQG2	Musical Instruments	2	Only thing is that the gooseneck is only marginally able to hold the screen in position and requires careful positioning of the clamp to avoid sagging.	1.0	First time use	yes	both		26
2	46	1384719342	A2IBPI20UZIR0U	Musical Instruments	1	Not much to write about here, but it does exactly what its supposed to.	0.0					14
3	46	1384719342	A2IBPI20UZIR0U	Musical Instruments	2	filters out the pop sounds.	0.0					5
4	46	1384719342	A2IBPI20UZIR0U	Musical Instruments	3	now my recordings are much more crisp.	0.0					7
5	46	1384719342	A2IBPI20UZIR0U	Musical Instruments	4	it is one of the lowest prices pop filters on amazon so might as well buy it, they honestly work the same despite their pricing,	0.0					25
6	47	1384719342	A94QU4C90B1AX	Musical Instruments	1	This pop filter is great.	0.0					5
7	47	1384719342	A94QU4C90B1AX	Musical Instruments	2	It looks and performs like a studio filter.	0.0					8
8	47	1384719342	A94QU4C90B1AX	Musical Instruments	3	If youre recording vocals this will eliminate the pops that gets recorded when you sing.	0.0					15
9	749	B00004Y2UT	A1UPZM995ZAH90	Musical Instruments	1	I have used monster cables for years, and with good reason.	0.0					11
10	749	B00004Y2UT	A1UPZM995ZAH90	Musical Instruments	2	The lifetime warranty is worth the price alone.	0.0					8
11	749	B00004Y2UT	A1UPZM995ZAH90	Musical Instruments	3	Simple fact: cables break, but getting to replace them at no cost is where its at.	0.0					16
12	750	B00004Y2UT	A2A039TZMZHH9Y	Musical Instruments	1	So good that I bought another one.	0.0					7
13	750	B00004Y2UT	A2A039TZMZHH9Y	Musical Instruments	2	Love the heavy cord and gold connectors.	0.0					7
14	750	B00004Y2UT	A2A039TZMZHH9Y	Musical Instruments	3	Bass sounds great.	0.0					3
15	750	B00004Y2UT	A2A039TZMZHH9Y	Musical Instruments	4	I just learned last night how to coil them up.	0.0				before	10
16	750	B00004Y2UT	A2A039TZMZHH9Y	Musical Instruments	5	I guess I should read instructions more carefully.	1.0	Other	no	after		8
17	750	B00004Y2UT	A2A039TZMZHH9Y	Musical Instruments	6	But no harm done, still works great!	0.0					7
18	751	B00004Y2UT	A2NYK9KWFMJV4Y	Musical Instruments	1	Monster makes a wide array of cables, including some that are very high end.	0.0					14
19	751	B00004Y2UT	A2NYK9KWFMJV4Y	Musical Instruments	2	I initially purchased a pair ofMonster Rock Instrument Cable - 21 Feet - Angled to Straight 1/4-Inch plugto use with my keyboards, but when it came time to purchase cables for my bass and guitar I thought Id pinch a few pennies.	0.0					38
20	751	B00004Y2UT	A2NYK9KWFMJV4Y	Musical Instruments	3	I am so glad I did.	0.0					6
21	751	B00004Y2UT	A2NYK9KWFMJV4Y	Musical Instruments	4	I compared this cable model to the more expensive models I previously purchased and, aside from looks, could not detect any difference in sound.	0.0					24
22	751	B00004Y2UT	A2NYK9KWFMJV4Y	Musical Instruments	5	I Swapped back and forth between my guitars and keyboards, ensuring that each model was used on each instrument - still no difference.	0.0					22
23	751	B00004Y2UT	A2NYK9KWFMJV4Y	Musical Instruments	6	What the more expensive model has going for it is looks.	0.0					11
24	751	B00004Y2UT	A2NYK9KWFMJV4Y	Musical Instruments	7	I am not sure it (the higher priced model) is even more sturdy because the molded stress relief ends on this model seem to make it more reliable than its pricier sibling.	0.0					32
25	751	B00004Y2UT	A2NYK9KWFMJV4Y	Musical Instruments	8	Bottom line: carefully compare both cables using your own instrument and amp - if possible - before making a purchase decision.	1.0	Warning	yes	before		19
26	751	B00004Y2UT	A2NYK9KWFMJV4Y	Musical Instruments	9	You may find, as I did, that higher price does not necessarily equal higher value, even from the same manufacturer.	0.0				after	20
27	752	B00004Y2UT	A3M1PLEYNDEYO8	Musical Instruments	1	Perfect for my Epiphone Sheraton II.	0.0					6
28	752	B00004Y2UT	A3M1PLEYNDEYO8	Musical Instruments	2	Monster cables are well constructed.	0.0					5
