	review_id	asin	reviewer_id	category	num_sentence	sentence	tip	type	standalone	before/after	extend_position	sen_length
0	40	104800001X	A4IL0CLL27Q33	Tools & Home Improvement	1	I hate it when my shirt collars, not otherwise secured in place by buttons, end up in weird places throughout the day.	0.0					22
1	40	104800001X	A4IL0CLL27Q33	Tools & Home Improvement	2	I purchased some steel collar stays to use with these magnets but they were only vaguely magnetic.	0.0					17
2	40	104800001X	A4IL0CLL27Q33	Tools & Home Improvement	3	I ended up using 2 of these magnets - one in the collar with the stay and the other inside my shirt, to lock my collar in place.	0.0					26
3	40	104800001X	A4IL0CLL27Q33	Tools & Home Improvement	4	They work flawlessly.	0.0					3
4	40	104800001X	A4IL0CLL27Q33	Tools & Home Improvement	5	They are the perfect size, and there are plenty of magnets in case you forget to remove them at the end of the day.	0.0					24
5	54	1558706879	A7KVMEIDJP0JK	Tools & Home Improvement	1	The color pictures and exploded diagrams are an outstanding introduction and knowledge builder.	0.0					13
6	54	1558706879	A7KVMEIDJP0JK	Tools & Home Improvement	2	Mr. Proulx full color pages helped me solve problems and understand better ways to use this great joinery technique.	0.0					18
7	141	1933622709	A3NGABXDIB0POU	Tools & Home Improvement	1	Awesome to light an entire room	0.0					6
8	154	7109080609	A1AABCWFPKRNYY	Tools & Home Improvement	1	These bulbs are way cheaper than the big box stores and seem to work fine.	0.0					15
9	154	7109080609	A1AABCWFPKRNYY	Tools & Home Improvement	2	Its nice to have spares on hand.	0.0					7
10	157	730000105X	AKB5F44SK4AN9	Tools & Home Improvement	1	Exactly as advertised and MUCH cheaper than the $5 and $6 (each!)	0.0					10
11	157	730000105X	AKB5F44SK4AN9	Tools & Home Improvement	2	that the big box stores charge.	0.0					6
12	157	730000105X	AKB5F44SK4AN9	Tools & Home Improvement	3	Just get it!	0.0					3
13	161	917712412X	A13NXU8OY3JIY0	Tools & Home Improvement	1	We really like the light for reading in our bedroom.	0.0					10
14	161	917712412X	A13NXU8OY3JIY0	Tools & Home Improvement	2	It gives off enough light for a comfortable light for reading a book.	0.0					13
15	162	9178904056	AJQFNOFTZ7GOX	Tools & Home Improvement	1	I really liked this until it failed.	0.0					7
16	162	9178904056	AJQFNOFTZ7GOX	Tools & Home Improvement	2	If it had lasted more than a few weeks, I would have bought a carton of them.	0.0					17
17	283	B0000222UX	A153667BXFYPSE	Tools & Home Improvement	1	Ive had this saw for a few months now and by far, it is the best CS I have owned.	0.0					20
18	283	B0000222UX	A153667BXFYPSE	Tools & Home Improvement	2	I wasnt sure how much I would use the Tilt-Lok handle however, I find myself adjusting it each time I make a significant change in the cutting depth.	0.0					27
19	283	B0000222UX	A153667BXFYPSE	Tools & Home Improvement	3	Having the ability to change the angle of the handle is nice, especially when making long rip cuts at a shallow depth.	0.0					22
20	283	B0000222UX	A153667BXFYPSE	Tools & Home Improvement	4	The saw has a tremendous amount of power and has so far, cut through everything I have thrown at it.	0.0					20
21	283	B0000222UX	A153667BXFYPSE	Tools & Home Improvement	5	3/4 plywood is easily ripped cleanly and accurately.	0.0					7
22	283	B0000222UX	A153667BXFYPSE	Tools & Home Improvement	6	2x lumber can be mitered as well.	0.0					6
23	283	B0000222UX	A153667BXFYPSE	Tools & Home Improvement	7	The supplied blade isnt bad either considering it is thrown in by the maunfacturer.	0.0					14
24	283	B0000222UX	A153667BXFYPSE	Tools & Home Improvement	8	Eventually, I will upgrade it to one of the better quality Freud blades.	0.0					13
25	283	B0000222UX	A153667BXFYPSE	Tools & Home Improvement	9	As with most Milwaukee tools, the warranty is stout.	0.0					9
26	283	B0000222UX	A153667BXFYPSE	Tools & Home Improvement	10	I think that any manufacturer who builds a quality tool should back it up  and Milwaukee definetly does.	0.0					18
27	283	B0000222UX	A153667BXFYPSE	Tools & Home Improvement	11	Bottom line, this CS is in a class by itself and worth every penny.	0.0					14
28	284	B0000222UZ	A3KEH8G04GQUDJ	Tools & Home Improvement	1	Porter Cable has a design flaw with the trigger locking switch.	0.0					11
29	284	B0000222UZ	A3KEH8G04GQUDJ	Tools & Home Improvement	2	To use this in a router table, your must lock the trigger on and use a switch located on top of the router to turn it on.	0.0					27
30	284	B0000222UZ	A3KEH8G04GQUDJ	Tools & Home Improvement	3	The problem is the switch lock breaks easily and the router will not function properly.	0.0					15
31	284	B0000222UZ	A3KEH8G04GQUDJ	Tools & Home Improvement	4	I found this out the first time I used it in my table and sent it away to be fixed.	0.0					20
32	284	B0000222UZ	A3KEH8G04GQUDJ	Tools & Home Improvement	5	After the fix, the repair lasted 20 minutes.	0.0					7
33	284	B0000222UZ	A3KEH8G04GQUDJ	Tools & Home Improvement	6	I am now looking for another router to use in my table.	0.0					12
34	284	B0000222UZ	A3KEH8G04GQUDJ	Tools & Home Improvement	7	I will only use the 7529 for hand held applications where I constantly hold down the trigger myself.	0.0					17
35	284	B0000222UZ	A3KEH8G04GQUDJ	Tools & Home Improvement	8	Porter Cable should have a recall on this.	0.0					8
36	284	B0000222UZ	A3KEH8G04GQUDJ	Tools & Home Improvement	9	I am not the only person with this problem.	0.0					9
37	284	B0000222UZ	A3KEH8G04GQUDJ	Tools & Home Improvement	10	I posted my problem on a tool chat room and other woodworkers shared the same story.	0.0					16
38	284	B0000222UZ	A3KEH8G04GQUDJ	Tools & Home Improvement	11	If you want to use this router for a router table, get another router.	0.0					14
39	284	B0000222UZ	A3KEH8G04GQUDJ	Tools & Home Improvement	12	Save yourself the trouble.	0.0					4
40	285	B0000222V1	A14JBDSWKPKTZA	Tools & Home Improvement	1	Im a multi router owner person.	0.0					6
41	285	B0000222V1	A14JBDSWKPKTZA	Tools & Home Improvement	2	It seems that no matter what router I am using, they all accept the Porter Cable template guides.	0.0					18
42	285	B0000222V1	A14JBDSWKPKTZA	Tools & Home Improvement	3	They work in the Dewalts, Makitas, or course the Porter Cables, as the description says, but they also work in the Fein Rt-1800, and with the Bosch routers as well with the adapter.	1.0	Other	yes	both		32
